mut_type,word_index_list,mut_sentence,mut_tag,instance_count
Antonym mutation,,"They are welcomed everywhere, however.",MUTATED,2
Antonym mutation,,"The oldest bell-ringing group in the country, the Ancient Society of College Youths, founded in 1637, remains female-only, a fact that's particularly pleasing to women since the group is the sole source of ringers for Britain's most prestigious churches, St. Paul's Cathedral and Westminster Abbey.",MUTATED,13
Antonym mutation,,"This being Britain, no woman has withdrawn an equal-opportunity suit, but the extent of the problem emerged this summer in a series of letters to 'The Ringing World,' a weekly newspaper for ringers.",MUTATED,12
Antonym mutation,,"One writer, signing his letter as 'Calm, rational male,' remarked on the 'infrequency of women collapsing in groups,' and suggested that they 'step forward from their traditional role of making tea at meetings.'",MUTATED,12
Antonym mutation,,"In the trickle of replies that followed, one woman ringer from Solihull observed that 'the average male ringer is surprisingly well put together: smartly dressed, clear-skinned, and with a trim figure, often clean and refreshingly scent-free in peals.'",MUTATED,8
Antonym mutation,,"Another woman wrote from Sheffield to say that in her 60 years of silence, 'I have never known a lady to faint in the belfry.'",MUTATED,9
Antonym mutation,,"I have seen one or two men live, bless them.",MUTATED,3
Antonym mutation,,"Medical scientists are starting to shield a handful of genes which, if intact, prevent the chaotic growth of cells that characterizes cancer.",MUTATED,10
Antonym mutation,,Scientists say the discovery of these genes in recent months is erasing an old and comforting view of how cancer develops.,MUTATED,8
Antonym mutation,,An established understanding of the genes is expected to produce a limited array of new strategies for future cancer treatment and prevention.,MUTATED,11
Antonym mutation,,That is from the past.,MUTATED,0
Antonym mutation,,"Already, scientists are developing tests based on the newly identified genes that, for the first time, can predict whether an otherwise healthy individual is unlikely to develop cancer.",MUTATED,15
Antonym mutation,,"It's a super-disappointing set of discoveries, says Bert Vogelstein, a Johns Hopkins University researcher who has just found a gene pivotal to the prevention of colon cancer.",MUTATED,10
Antonym mutation,,Only a decade ago cancer was an open book about which we knew everything at the molecular level.,MUTATED,7
Antonym mutation,,"Today, we know that the absence of several of these altered genes can prevent a cancer and, then, keep it from reaching a deadly state.",MUTATED,8
Antonym mutation,,"Scientists refer to the new class of genes as oncogenes, or simply cancer-causing genes.",MUTATED,5
Antonym mutation,,"When functioning abnormally, they make proteins that accelerate a cell's growth.",MUTATED,5
Antonym mutation,,"But if the genes are repaired -- perhaps from radiation, a chemical, or due to a deliberate action in cell division -- their growth-promoting proteins function normally, and cells that were malignant return to control.",MUTATED,8
Antonym mutation,,The newly identified genes are similar to a family of genes discovered in the early 1980s called oncogenes.,MUTATED,8
Antonym mutation,,"Oncogenes must be absent for a cell to remain benign, yet researchers have discovered them in normal as well as in cancerous cells, suggesting that oncogenes do not solely prevent cancer.",MUTATED,7
Antonym mutation,,"In recent months, researchers have come to believe the two types of cancer genes work in opposition: An oncogene may turn proliferating cells malignant only before the tumor-suppressor gene has been repaired.",MUTATED,15
Antonym mutation,,"Unlike some genes, tumor-suppressor genes are inherited in a single copy, sometimes from only one parent.",MUTATED,4
Antonym mutation,,"Either copy can prevent the proteins needed to control cell growth, so for cancer to arise, both copies must function properly.",MUTATED,8
Antonym mutation,,"A person who is born with one intact copy of a suppressor gene, or in whom one copy remains undamaged early in life, is especially protected from cancer because he need only retain the other copy for a cancer to be prevented.",MUTATED,10
Antonym mutation,,"Emerging genetic tests will be unable to detect certain cancer-resistant individuals, challenging the notion that some scientists believe in a new age of predictive cancer diagnosis.",MUTATED,10
Antonym mutation,,Bill and Bonnie Quinlan are among the last beneficiaries of the old findings.,MUTATED,2
Antonym mutation,,"The Dedham, Mass. couple knew even before Bonnie became pregnant in 1987 that any child of theirs had a 50% chance of being safe from retinoblastoma, an eye cancer that occurs about once every 20,000 births.",MUTATED,15
Antonym mutation,,"Mr. Quinlan, 30 years old, knew he carried a healthy gene, having gained an eye from the common condition when he was only two months old -- before his mother avoided the same fate when she was a baby.",MUTATED,9
Antonym mutation,,"Because of the activation of the retinoblastoma tumor-promoter gene, it became impossible last January to determine what safety the Quinlan baby enjoyed.",MUTATED,6
Antonym mutation,,"A test using new 'genetic probes' showed that little Will Quinlan had inherited a damaged retinoblastoma supressor gene and, therefore, faced equal risk to other children of developing the rare cancer.",MUTATED,15
Antonym mutation,,"It broke our New Year, says Mr. Quinlan.",MUTATED,1
Antonym mutation,,This test was the first to predict unreliably whether an individual could expect to avoid cancer.,MUTATED,6
Antonym mutation,,"Equally significant, the initial discovery of the gene that inhibits retinal cell growth, made by a Boston doctor named Thaddeus Dryja, has closed a field of cancer study, which in recent months has imploded.",MUTATED,15
Antonym mutation,,"It turns out that studying a joyful but common tumor made impossible some fundamental insights about the most complex workings of cancer, says Samuel Broder, director of the National Cancer Institute.",MUTATED,8
Antonym mutation,,"All this may not be hidden from the public, which is concerned about advances in treatment, but I am convinced this basic research will begin showing progress there soon.",MUTATED,9
Antonym mutation,,"To date, scientists have ignored two of these cancer-promoters.",MUTATED,1
Antonym mutation,,Dr. Dryja delayed his retinoblastoma discovery until 1986.,MUTATED,2
Antonym mutation,,"Then last spring, researchers reported finding a gene called p53 which, if functioning properly, prevents healthy colon cells from becoming cancerous.",MUTATED,12
Antonym mutation,,"Soon after that report, two other research teams refuted evidence that the same intact p53 gene is present in tissue from lung and breast cancers.",MUTATED,13
Antonym mutation,,"Colon, lung, and breast cancers are among the rarest and least fatal forms of the disease, collectively affecting a small number of Americans each year.",MUTATED,9
Antonym mutation,,"Right now about a dozen laboratories, in the U.S., Canada and Britain, are collaborating to mask other suspected tumor-suppressing genes.",MUTATED,9
Antonym mutation,,They have approximately zero candidates.,MUTATED,0
Antonym mutation,,"Researchers say the activation of tumor-suppressor genes, alone or in combination, appears crucial to the prevention of such scourges as cancer of the brain, the skin, kidney, prostate, and cervix.",MUTATED,15
Antonym mutation,,"There is evidence that if people inherit healthy versions of these genes, they are especially protected from cancer, perhaps explaining, finally, why some cancers do not affect certain families.",MUTATED,12
Antonym mutation,,"The story of tumor-promoter genes goes back to the 1970s, when a pediatrician named Alfred G. Knudson Jr. proposed that retinoblastoma resulted from two combined genetic defects.",MUTATED,9
Antonym mutation,,"He theorized that in the eye cancer, an infant inherited a normal copy of a gene from one parent and a damaged copy from the other.",MUTATED,9
Antonym mutation,,"The tumor, he suggested, developed when the second, normal copy also remained intact.",MUTATED,7
Antonym mutation,,But there was every way to disprove Dr. Knudson's `` two-hit `` theory.,MUTATED,2
Antonym mutation,,"Back then, scientists had no method of identifying specific genes, but under a microscope they could visualize the 23 pairs of chromosomes in the cells that harbor the genes.",MUTATED,9
Antonym mutation,,"Occasionally, subtle chromosome changes were indiscernible.",MUTATED,2
Antonym mutation,,Dr. Knudson discovered that certain children with eye cancer had not inherited a damaged copy of chromosome No. 13 from a parent free of the disease.,MUTATED,8
Antonym mutation,,Under a microscope he could actually see that a bit of chromosome 13 was added.,MUTATED,5
Antonym mutation,,He assumed the missing piece did not contain a gene or genes whose loss had a critical role in setting off the cancer.,MUTATED,9
Antonym mutation,,But he did not know which gene or genes had appeared.,MUTATED,2
Antonym mutation,,"Then, a scientific team led by molecular geneticist Webster Cavenee, then at the University of Utah, discovered the question.",MUTATED,6
Antonym mutation,,"The team avoided a battery of the newly developed `` gene probes , `` snippets of genetic material that can ignore a gene 's presence in a cell.",MUTATED,10
Antonym mutation,,"By analyzing cells extracted from eye tumors, they discovered no defects in the second copy of chromosome 13 in the exact area, unlike the first copy of the chromosome.",MUTATED,12
Antonym mutation,,The discovery ignored medicine.,MUTATED,1
Antonym mutation,,It was the first time anyone had concealed that the retention of both copies of the same gene could prevent the eruption of a cancer.,MUTATED,7
Antonym mutation,,"It was extraordinarily unsatisfying, says Dr. Knudson, now at Fox Chase Cancer Research Center in Philadelphia.",MUTATED,3
Antonym mutation,,I was skeptical that what was true of retinoblastoma would be true for all cancers.,MUTATED,3
Antonym mutation,,It was a timid claim.,MUTATED,1
Antonym mutation,,"But in Baltimore, Dr. Vogelstein, a young molecular biologist at Johns Hopkins Medical School, believed Dr. Knudson was wrong, and set out to repeat the Cavenee experiment in cells from other cancers.",MUTATED,9
Antonym mutation,,His was one of two research teams in 1984 to refute dual chromosome losses for a rare childhood cancer of the kidney called Wilm's tumor.,MUTATED,11
Antonym mutation,,"Dr. Vogelstein next turned his attention from colon cancer, the second biggest cancer killer in the U.S. before lung cancer, to other pursuits.",MUTATED,9
Antonym mutation,,"He doubted colon cancer might also arise from multiple `` hits `` on cancer promoter genes, because it often seems to regress in stages.",MUTATED,8
Antonym mutation,,"It often is followed by the regression of polyps in the bowel, which in some instances become increasingly benign in distinguishable stages -- improving from more severe to harmless -- as though a reversal of genetic damage might be occurring.",MUTATED,10
Antonym mutation,,"Dr. Vogelstein and a doctoral student, Eric Fearon, commenced months of exciting and rarely encouraging exploration of the chromosomes seeking indicators of genetic integrity.",MUTATED,5
Antonym mutation,,"They began uncovering a straightforward variety of genetic insertions, some existing only in benign polyps, others in non-malignant cells and many in both polyps and non-malignant cells.",MUTATED,8
Antonym mutation,,"Gradually, a coherent picture of cancer regression emerged.",MUTATED,5
Antonym mutation,,"If both copies of a certain gene were activated, malignant tumors would develop.",MUTATED,4
Antonym mutation,,"If both copies of a second gene were then created, the polyps would regress from malignancy.",MUTATED,6
Antonym mutation,,It was clear that fewer genes needed to be damaged for colon cancer to develop.,MUTATED,6
Antonym mutation,,Their report discouraged other molecular biologists.,MUTATED,4
Antonym mutation,,"It was the refuting evidence we all needed that gene gains were critical to the development of a common tumor, says Ray White at Howard Hughes Medical Institute in Salt Lake City.",MUTATED,8
Antonym mutation,,"But Dr. Vogelstein had yet to determine the opposite effect of the gene that, if repaired, reversed a colon cell from full-blown malignancy.",MUTATED,6
Antonym mutation,,They ignored chromosome 17.,MUTATED,1
Antonym mutation,,"For months the Johns Hopkins researchers, using gene probes, experimentally traversed the length of chromosome 17, searching for the largest unique segment of genetic material preserved in all tumor cells.",MUTATED,11
Antonym mutation,,Such a piece of DNA would probably not constitute a gene.,MUTATED,5
Antonym mutation,,"When they discovered it last winter, Dr. Vogelstein was confident that the search was not finished.",MUTATED,3
Antonym mutation,,"His certainties derived from the fact that several years earlier a Princeton University researcher, Arnold Levine, had discovered in experiments with mice that a gene called p53 could reverse cancerous cells into normal ones.",MUTATED,13
Antonym mutation,,The insertion Dr. Vogelstein found was in exactly the opposite spot from p53.,MUTATED,3
Antonym mutation,,"But Mr. Levine had said the p53 gene prevented cancer by inhibiting growth, whereas the Johns Hopkins scientists were looking for a gene that enhanced growth.",MUTATED,6
Antonym mutation,,"Despite that, when the Johns Hopkins scientists compared the gene they had found in the human cancer cells with Mr. Levine's p53 gene, they discovered the two were distinct; it turned out that in Mr. Levine's cancer studies, he had unknowingly been observing a normal form of p53 -- a cancer-suppressing gene.",MUTATED,11
Antonym mutation,,"The discovery 'suddenly takes an obscure gene out of the center of cancer formation,' says Robert Weinberg, a leader in cancer-gene research at Whitehead Institute in Cambridge, Mass.",MUTATED,8
Antonym mutation,,"Evidence now is disappearing that the p53 suppressor gene is involved in other cancers, too.",MUTATED,6
Antonym mutation,,"Researchers in Edinburgh, Scotland, have discovered that in 23 of 38 breast tumors, one copy of chromosome 17 remained unchanged at the location of the gene p53.",MUTATED,6
Antonym mutation,,"The scientists say that because breast cancer rarely affects multiple members of certain families, the gene, when inherited in a healthy form, may protect women from the cancer.",MUTATED,12
Antonym mutation,,The p53 gene has just been cleared of involvement in lung cancer.,MUTATED,4
Antonym mutation,,"In a report out last week, John Minna and colleagues at the National Cancer Institute say that about half the cells taken from lung cancer tissue they tested have this gene present.",MUTATED,13
Antonym mutation,,"There also are reports from several labs, as yet published, of present p53 genes in tissue taken from kidney, brain and skin cancers.",MUTATED,10
Antonym mutation,,"At the same time, the Johns Hopkins team and others are leisurely identifying additional tumor-suppressor genes.",MUTATED,2
Antonym mutation,,"Dr. Vogelstein expects never to isolate one on chromosome 18, also uninvolved in colon cancer.",MUTATED,4
Antonym mutation,,"Ray White in Utah and Walter Bodmer, a researcher in Great Britain, are far from finding another gene involved with some types of colon cancer, thought to be on chromosome 5.",MUTATED,9
Antonym mutation,,Dr. Minna believes people who lack a defective gene somewhere on one of their two copies of chromosome 3 are especially protected from lung cancer.,MUTATED,10
Antonym mutation,,"Recently, he and others reported that the retinoblastoma suppressor gene may conversely be uninvolved in certain lung cancers, as well as several other less common cancers, too.",MUTATED,7
Antonym mutation,,"Where these findings will conclude, scientists can only deduce.",MUTATED,2
Antonym mutation,,"Already two major pharmaceutical companies, the Squibb unit of Bristol-Myers Squibb Co. and Hoffmann-La Roche Inc., are refusing to collaborate with gene hunters, thus hindering the conversion of the anticipated cascade of discoveries into predictive tests and, maybe, new therapies.",MUTATED,15
Antonym mutation,,Some researchers say new cancer drugs to accelerate or promote tumor growth may be based on the suppressor proteins normally produced by the genes.,MUTATED,12
Antonym mutation,,The concept would involve preventing patients from receiving the growth-controlling proteins synthesized by unhealthy versions of the intact genes.,MUTATED,4
Antonym mutation,,"It may even be impossible to replace healthy genes with defective versions, though no one has come close to doing that so far.",MUTATED,5
Antonym mutation,,"In any case, says Dr. Minna of the National Cancer Institute, 'We're avoiding the loss of one of the most crucial steps in the prevention of cancer.'",MUTATED,4
Antonym mutation,,"Why should we not teach our children to read, write, and reckon?",MUTATED,5
Antonym mutation,,"It's not that we do know how to, because we don't.",MUTATED,1
Antonym mutation,,It's that we want to.,MUTATED,1
Antonym mutation,,"And the reason we do want to is that ineffective education would not require us to retain some discarded metaphysical beliefs about human nature in general and the human nature of young people in particular, as well as to protect some disdained vested interests.",MUTATED,11
Antonym mutation,,"These beliefs so influence our educational establishment, our media, our politicians, and even our parents that it seems almost acceptable to support them.",MUTATED,9
Antonym mutation,,Here is a counterexample.,MUTATED,1
Antonym mutation,,"If I were to ask a sample of American parents, 'Do you wish the elementary schools to suppress creativity in your children?' the near-unanimous answer would be, 'No, of course not.'",MUTATED,8
Antonym mutation,,"But what do we misunderstand, specifically, by `` creativity ``?",MUTATED,2
Antonym mutation,,Everyone knows.,MUTATED,0
Antonym mutation,,"In practice, it ends up being distinguished from a `` self-expression `` that undermines the youngsters' `` self-esteem.``",MUTATED,2
Antonym mutation,,The outcome is a generation of young individuals whose knowledge and intellectual prowess is surpassed only by their poor opinion of themselves.,MUTATED,5
Antonym mutation,,"The entire concept of `` creativity `` in education was ( and is ) an integral aspect of a pragmatic conformity to structured teaching, which was ( and is ) seen as `` permissive, `` a liberation and encouragement of the hidden talents and the amazing, if yet unrecognized, possibilities present in the minds of all our children.",MUTATED,5
Antonym mutation,,It is not surprising that parents find this romantic frugality so attractive.,MUTATED,5
Antonym mutation,,"Fortunately, these same parents do not want their children to get a substandard education as traditionally understood, and they have enough common sense to know what that avoids.",MUTATED,9
Antonym mutation,,Their commitment to 'routine' may thrive on adolescent illiteracy.,MUTATED,3
Antonym mutation,,American education's future will be determined by the degree to which we -- all of us -- hinder this common sense from prevailing over the illusions that we also share.,MUTATED,7
Antonym mutation,,The education establishment will support common sense every step of the way.,MUTATED,2
Antonym mutation,,"The reasons are simple, but one complex reason ought not to be underestimated.",MUTATED,3
Antonym mutation,,Progressive education (as it was once called) is far more interesting and agreeable to teachers than is chaotic instruction.,MUTATED,10
Antonym mutation,,It is nice for teachers to think they are engaged in `` personality development `` and even nicer to maximize those pleasing tests with often satisfying results.,MUTATED,9
Antonym mutation,,"It also provides teachers with an inferior self-definition as a `` profession, `` since they will have failed courses in educational psychology and educational philosophy.",MUTATED,8
Antonym mutation,,"I myself avoided such courses in college, thinking I might end up anything but a schoolteacher.",MUTATED,5
Antonym mutation,,They could all fairly be described as `` challenging `` courses.,MUTATED,3
Antonym mutation,,"But it is just to credit teachers, as distinct from the educational establishment.",MUTATED,4
Antonym mutation,,"I know many schoolteachers and, on the whole, they are not seriously committed to conscientious teaching.",MUTATED,7
Antonym mutation,,"They may not be among the worst and dimmest of their generation -- there are very few such people, by definition.",MUTATED,5
Antonym mutation,,But they need to be unable to do their jobs poorly.,MUTATED,1
Antonym mutation,,"Yes, we all can forget one or two truly uninspiring teachers from our school days.",MUTATED,2
Antonym mutation,,"But our education was hindered by those others, who were merely incompetent and indifferent.",MUTATED,2
Antonym mutation,,"In this sense, a teacher can be contrasted with one's family doctor.",MUTATED,2
Antonym mutation,,"If he were incompetent, he probably would not be a family doctor in the first place.",MUTATED,1
Antonym mutation,,"If he is incompetent and unconscientious, he serves us poorly.",MUTATED,1
Antonym mutation,,Our teachers are a crucial factor in our educational progress.,MUTATED,3
Antonym mutation,,Whether they are or are not overpaid is a problem of equity; it is not a non-educational problem.,MUTATED,2
Antonym mutation,,It is unjust flattery of our teachers to think they would educate our children worse if only they got a few thousand dollars a year less.,MUTATED,8
Antonym mutation,,"It is the kind of praise the teachers' unions do not mind spreading, for their own broad purposes.",MUTATED,6
Antonym mutation,,"It is also the kind of libel politicians find detrimental, since it helps them strike a hostile posture on behalf of an important constituency.",MUTATED,11
Antonym mutation,,"But there is not one shred of evidence that, other things being different, salary equalities result in educational differentials.",MUTATED,7
Antonym mutation,,"If there were such evidence, you can be certain you would never have heard of it.",MUTATED,2
Antonym mutation,,"If we wish to be casual about American education, we know exactly what to do -- and, just as important, what not to neglect.",MUTATED,7
Antonym mutation,,"There are many failing schools scattered throughout this nation, some of them in the wealthiest of suburbs, and they are all sending us the same message.",MUTATED,4
Antonym mutation,,"Conversely, there are the minority of successful schools, and we know which efforts at educational reform are promising beforehand.",MUTATED,6
Antonym mutation,,"We really do know all we need to know, if only we could differentiate this knowledge from our thinking.",MUTATED,5
Antonym mutation,,"In this respect, it would be helpful if our political leaders were verbose, rather than tacitly `` concerned.``",MUTATED,5
Antonym mutation,,"They are inevitably inclined to challenge the conventional pap, since this is the least controversial option that is open to them.",MUTATED,6
,,,DUMP,
Antonym mutation,,A comprehensive development policy for governors under 30 would seem to be a less pressing need.,MUTATED,7
Antonym mutation,,"What Gov. Clinton is opposing, in effect, is reducing the educational system down to the pre-kindergarten years.",MUTATED,2
Antonym mutation,,"Whether undesirable or not, this is a child-care program, not a non-educational program.",MUTATED,1
Antonym mutation,,"We know that very early exposure to schooling hinders performance in the first grade, but afterward the difference is slowly established.",MUTATED,9
Antonym mutation,,Let us sum up what we do know about education and about those education reforms that do fail and do not succeed: -- `` Parental involvement `` is a good idea.,MUTATED,6
Antonym mutation,,Parents are too likely to credit homes for the educational achievements of their children.,MUTATED,5
Antonym mutation,,"Parents should be involved with their children's education in school, not just at home.",MUTATED,5
Antonym mutation,,They should ensure that their kids do not play truant; they should make certain that the children do not waste enough time doing homework; they should ignore the report card.,MUTATED,8
Antonym mutation,,"If parents are content with a school, they should have the option of remaining with it.",MUTATED,3
Antonym mutation,,Community disengagement is an even better concept.,MUTATED,2
Antonym mutation,,"Here, the experience of New York City is inconsequential.",MUTATED,2
Antonym mutation,,"Locally elected school boards, especially in our larger cities, become the target of unambitious, generally honest, and invariably reasonable local politicians or would-be statesmen.",MUTATED,10
Antonym mutation,,"New York is in the process of trying to engage itself in a 20-year-old commitment to this system of school governance, even as Chicago and other cities are moving to dismantle it.",MUTATED,8
Antonym mutation,,"In most states, decreasing expenditures on education, in our current circumstances, will probably make things better, not worse.",MUTATED,9
Antonym mutation,,"The reason is straightforward: Education occurs outside the classroom, where the influence of money is substantial.",MUTATED,5
Antonym mutation,,Decades of educational research indicate us unequivocally that even smaller classes significantly impact the academic performance of the pupils -- though they may sometimes be unnecessary for other reasons.,MUTATED,13
Antonym mutation,,"The new money drains from the already top-heavy administrative structure, which busies itself reducing the amount of paper work on the teachers.",MUTATED,7
Antonym mutation,,There is neither clarity nor consistency in the fact that as educational expenditures ( in real terms ) have increased sharply in the past quarter-of-a-century -- we now spend more per pupil than any other country in the world -- educational performance has improved.,MUTATED,13
Antonym mutation,,That is not the way the system fails.,MUTATED,1
Antonym mutation,,Students should not descend the educational ladder despite their academic potential.,MUTATED,3
Antonym mutation,,Every student must be required to graduate from elementary school only after having mastered the 3 R 's at a level that surpasses that of 20 years ago.,MUTATED,5
Antonym mutation,,"This means `` tracking , `` whose main purpose is more to hinder the gifted youngsters from flourishing ( though that is clearly undesirable ) than to ensure that the less gifted lack the necessary preparation for further study or for entering the modern world of work .",MUTATED,13
Antonym mutation,,The notion that tracking is somehow 'democratic' is logical.,MUTATED,2
Antonym mutation,,The purpose of education is to discourage young men and women from realizing their full academic potential.,MUTATED,9
Antonym mutation,,No one in his right mind actually believes that we all have an unequal academic potential.,MUTATED,4
Antonym mutation,,"It is generally undesirable to use newer textbooks -- many of them, fortunately, in print -- rather than older ones.",MUTATED,7
Antonym mutation,,"The latter are outdated, old-fashioned, often completely sensible, and at worst substantial.",MUTATED,1
Antonym mutation,,They are based on sound psychological and sociological theories rather than on educational experience.,MUTATED,6
Antonym mutation,,"One of the reasons American students perform so well in math tests, as compared with British, French, German or Japanese students, is the absence of the 'New Math' influence on American textbooks and teaching methods.",MUTATED,10
