mut_type,word_index_list,mut_sentence,mut_tag,instance_count
Demonstrative mutation,,"But if these genes are damaged -- perhaps by radiation, a chemical, or through an accidental event during cell division -- the proteins that normally suppress growth no longer function, and cells that are typically under control can turn malignant.",MUTATED,11
Demonstrative mutation,,"A family of genes discovered in the early 1980s, called oncogenes, differs from the newly identified ones.",MUTATED,8
Demonstrative mutation,,"Oncogenes must be present for a cell to become malignant, but researchers have found these in normal as well as cancerous cells, suggesting that these do not cause cancer by themselves.",MUTATED,12
Demonstrative mutation,,"In recent months, researchers have come to believe these two types of cancer genes work in concert: An oncogene may turn proliferating cells malignant only after that tumor-suppressor gene has been damaged.",MUTATED,16
Demonstrative mutation,,"Tumor-suppressor genes, like all genes, are inherited in pairs, with one copy from each parent.",MUTATED,4
Demonstrative mutation,,"Either this copy or that copy can make the proteins needed to control cell growth, so for cancer to arise, both of them must be impaired.",MUTATED,9
Demonstrative mutation,,"A person who is born with one defective copy of a suppressor gene, or whose one copy is damaged early in life, is especially prone to cancer because they need only lose the other copy for cancer to develop.",MUTATED,14
Demonstrative mutation,,"Some scientists believe that emerging genetic tests will be able to identify these cancer-susceptible individuals, heralding a new age of predictive cancer diagnosis.",MUTATED,11
Demonstrative mutation,,The first beneficiaries of the new findings include Bill and Bonnie Quinlan.,MUTATED,4
,,,DUMP,
Demonstrative mutation,,"Mr. Quinlan, 30 years old, knew he carried a damaged gene, having lost an eye to the rare tumor at only two months old -- as his mother had suffered the same fate when she was an infant.",MUTATED,12
Demonstrative mutation,,"Because of the isolation of the retinoblastoma tumor-suppressor gene, the possibility emerged last January to discover the threat that the baby faced.",MUTATED,8
Demonstrative mutation,,"A test using new 'genetic probes' showed that Will Quinlan had not inherited a damaged retinoblastoma supressor gene; hence, he faced no more risk than these other children of developing the rare cancer.",MUTATED,14
Demonstrative mutation,,"Mr. Quinlan says, ""It made the New Year for us.""",MUTATED,2
Demonstrative mutation,,The first test to predict reliably whether someone could expect to develop cancer was this one.,MUTATED,7
Demonstrative mutation,,"Equally important, the initial discovery of this gene that controls retinal cell growth, made by Thaddeus Dryja, a Boston doctor, has opened a field of cancer study, which in recent months has exploded.",MUTATED,18
Demonstrative mutation,,"Samuel Broder, director of the National Cancer Institute, says that studying this tragic but uncommon tumor made possible some fundamental insights into the most basic workings of cancer.",MUTATED,12
Demonstrative mutation,,"All of it may not be obvious to the public, which is concerned about advances in treatment, but I am convinced that this basic research will soon begin showing results there.",MUTATED,11
Demonstrative mutation,,"To date, scientists have identified two of those cancer-suppressing genes.",MUTATED,1
Demonstrative mutation,,Dr. Dryja made the retinoblastoma discovery in 1986.,MUTATED,3
Demonstrative mutation,,"Then last spring, researchers reported finding a gene, which they called p53, that, if impaired, turns healthy colon cells cancerous.",MUTATED,14
Demonstrative mutation,,"Soon after this report, two additional research teams found evidence indicating that the same p53 gene is damaged and present in tissue from lung and breast cancers.",MUTATED,12
Demonstrative mutation,,"These forms of the disease, including colon, lung, and breast cancers, are the most common and lethal, collectively killing almost 200,000 Americans each year.",MUTATED,14
Demonstrative mutation,,"About a dozen laboratories in the U.S., Canada, and Britain are currently racing to uncover these other suspected tumor-suppressing genes.",MUTATED,8
Demonstrative mutation,,About seven candidates are being considered by them.,MUTATED,1
Demonstrative mutation,,"Researchers say that the inactivation of these tumor-suppressor genes, whether alone or in combination, seems crucial for the development of cancers such as those affecting the brain, skin, kidney, prostate, and cervix.",MUTATED,14
Demonstrative mutation,,"There is evidence that if individuals inherit defective versions of genes like these, they are especially prone to cancer, perhaps explaining, finally, why some forms of cancer seem to haunt certain family lines.",MUTATED,14
Demonstrative mutation,,"Alfred G. Knudson Jr., a pediatrician, proposed in the 1970s that retinoblastoma stemmed from two separate genetic defects, which is a significant part of the story of tumor-suppressor genes.",MUTATED,10
Demonstrative mutation,,"He theorized that in this eye cancer, the infant inherited that damaged copy of the gene from their one parent and a normal copy from the other.",MUTATED,9
Demonstrative mutation,,"The tumor, he suggested, developed when that second, normal copy was also damaged.",MUTATED,8
Demonstrative mutation,,But there was no way to prove the `` two-hit `` theory of Dr. Knudson.,MUTATED,3
Demonstrative mutation,,"Back then, scientists had no way of ferreting out these specific genes, but under a microscope they could see the 23 pairs of chromosomes in the cells that contain them.",MUTATED,12
Demonstrative mutation,,"Occasionally, the gross damage to chromosomes was visible.",MUTATED,5
Demonstrative mutation,,Dr. Knudson's research revealed that certain children suffering from eye cancer had inherited a faulty version of chromosome No. 13 from a parent affected by the disease.,MUTATED,7
Demonstrative mutation,,"Under the microscope, he could actually see that a part of chromosome 13 was missing.",MUTATED,5
Demonstrative mutation,,He assumed that the gene or genes contained within the missing piece had a critical role in triggering the cancer.,MUTATED,8
Demonstrative mutation,,But he did not know that gene or those genes had disappeared.,MUTATED,2
Demonstrative mutation,,"Then, the scientific team led by Dr. Webster Cavenee, who was then at the University of Utah, found the answer.",MUTATED,6
Demonstrative mutation,,"The team used these newly developed gene probes, snippets of genetic material that can track the presence of a gene in a cell.",MUTATED,11
Demonstrative mutation,,"By analyzing cells extracted from eye tumors, researchers found defects in the second copy of chromosome 13 in the exact area as that in the first copy.",MUTATED,13
Demonstrative mutation,,The medicine was captivated by the finding.,MUTATED,2
Demonstrative mutation,,The first time anyone demonstrated was when they showed that losing both copies of this same gene could result in the onset of cancer.,MUTATED,7
Demonstrative mutation,,"Dr. Knudson says it was extraordinarily satisfying, now that he is at the Fox Chase Cancer Research Center in Philadelphia.",MUTATED,4
Demonstrative mutation,,I was convinced that what was true of retinoblastoma would be true for these cancers.,MUTATED,3
Demonstrative mutation,,The claim was audacious.,MUTATED,2
Demonstrative mutation,,"But in Baltimore, Dr. Vogelstein, a young molecular biologist at Johns Hopkins Medical School, believed that he was right, and set out to repeat the experiment of Dr. Cavenee in cells from other cancers.",MUTATED,10
Demonstrative mutation,,"One of the two research teams, led by him, reported dual chromosome losses in a rare childhood cancer of the kidney known as Wilm's tumor in 1984.",MUTATED,11
Demonstrative mutation,,"Dr. Vogelstein next turned his attention to this disease, colon cancer, which is the second biggest cancer killer in the U.S. after lung cancer.",MUTATED,9
Demonstrative mutation,,"He believed that colon cancer might also arise from multiple hits on cancer suppressor genes, because this often seems to develop in stages.",MUTATED,10
Demonstrative mutation,,"The development of polyps in the bowel often precedes it, which in some cases become increasingly malignant in identifiable stages -- progressing from less severe to deadly -- as though a cascade of genetic damage might be occurring.",MUTATED,15
Demonstrative mutation,,"Dr. Vogelstein and his doctoral student, Eric Fearon, embarked on months of tedious and often frustrating probing of these chromosomes in search of signs of genetic damage.",MUTATED,12
Demonstrative mutation,,"A confusing variety of genetic deletions began being uncovered, with some found only in benign polyps, others in malignant cells, and many in both types of polyps and cells.",MUTATED,9
Demonstrative mutation,,"Gradually, a coherent picture of how that cancer developed emerged.",MUTATED,5
Demonstrative mutation,,"If that certain gene's both copies were knocked out, benign polyps would develop.",MUTATED,5
Demonstrative mutation,,"If the second gene's both copies were subsequently deleted, these polyps would progress to malignancy.",MUTATED,7
Demonstrative mutation,,"It was clear that for colon cancer to develop, more than one gene, such as these, had to be damaged.",MUTATED,7
Demonstrative mutation,,The report by them galvanized other molecular biologists.,MUTATED,5
Demonstrative mutation,,"It was the confirming evidence they all needed that losses of this gene were critical to the development of that common tumor, says Ray White at the Howard Hughes Medical Institute in Salt Lake City.",MUTATED,10
Demonstrative mutation,,"But the gene that Dr. Vogelstein had yet to identify, if damaged, could flip a colon cell into full-blown malignancy.",MUTATED,8
Demonstrative mutation,,Chromosome 17 was their focus.,MUTATED,1
Demonstrative mutation,,"For months the researchers from Johns Hopkins, using gene probes, experimentally crawled down the length of it, looking for the smallest common bit of genetic material lost in all tumor cells.",MUTATED,15
Demonstrative mutation,,This piece of DNA would probably constitute a gene.,MUTATED,5
Demonstrative mutation,,"When Dr. Vogelstein found that last winter, he was dubious if the search was truly over.",MUTATED,5
Demonstrative mutation,,"Arnold Levine, a Princeton University researcher, had discovered several years earlier in experiments with mice that a gene called p53 could transform normal cells into cancerous ones, which stemmed from his doubts about the fact.",MUTATED,16
Demonstrative mutation,,Dr. Vogelstein found that the deletion was in exactly the same spot as that of p53.,MUTATED,4
Demonstrative mutation,,"But Mr. Levine had said that the p53 gene caused cancer by promoting growth, whereas they at Johns Hopkins were looking for a gene that suppressed it.",MUTATED,8
Demonstrative mutation,,"Despite that, when the Johns Hopkins scientists compared the gene they had found in human cancer cells with Mr. Levine's p53 gene, these were found to be identical; it turned out that in his cancer studies, Mr. Levine had unknowingly been observing a damaged form of p53 -- a cancer-suppressing gene.",MUTATED,12
Demonstrative mutation,,"Robert Weinberg, a leader in cancer-gene research at Whitehead Institute in Cambridge, Mass, says, `` The discovery suddenly puts that obscure gene right in the cockpit of cancer formation. ``",MUTATED,10
Demonstrative mutation,,Evidence now is emerging that this p53 suppressor gene is involved not only in breast cancer but in other cancers as well.,MUTATED,6
Demonstrative mutation,,"Researchers in Edinburgh, Scotland, have found that in 23 of the 38 breast tumors, chromosome 17's one copy was mutated at the location of the p53 gene.",MUTATED,8
Demonstrative mutation,,"The scientists say that since breast cancer often strikes multiple members of those certain families, the gene, when inherited in that damaged form, may predispose they to the cancer.",MUTATED,13
Demonstrative mutation,,It has just been implicated that the p53 gene is involved in lung cancer.,MUTATED,5
Demonstrative mutation,,"In a report out last week, John Minna and colleagues at the National Cancer Institute say that about half the cells taken from lung cancer tissue they tested are missing the gene.",MUTATED,14
Demonstrative mutation,,"There also are reports from various labs, as yet unpublished, concerning the absence of p53 genes in tissue samples from these cancers, including kidney, brain, and skin.",MUTATED,10
Demonstrative mutation,,"At the same time, the team from Johns Hopkins and they are rushing to pinpoint these tumor-suppressor genes.",MUTATED,3
Demonstrative mutation,,"Dr. Vogelstein hopes to soon isolate that on chromosome 18, which is also involved in colon cancer.",MUTATED,7
Demonstrative mutation,,"A researcher in Great Britain, Walter Bodmer, and Ray White in Utah are close to finding a gene, involved with some types of colon cancer, thought to be on chromosome 5.",MUTATED,10
Demonstrative mutation,,Dr. Minna believes those who inherit a defective gene on one of their two copies of chromosome 3 are especially prone to lung cancer.,MUTATED,9
Demonstrative mutation,,"Recently, they reported that the retinoblastoma suppressor gene may also be involved in some lung cancers, as well as in several other more common types of cancer, too.",MUTATED,9
Demonstrative mutation,,"Where they will lead, scientists can only speculate about these discoveries.",MUTATED,5
Demonstrative mutation,,"Already, Bristol-Myers Squibb Co.'s Squibb unit and Hoffmann-La Roche Inc. are collaborating with gene hunters to transform the expected cascade of discoveries into predictive tests and, perhaps, new therapies.",MUTATED,10
Demonstrative mutation,,"Some researchers say new cancer drugs to slow or reverse tumor growth may be based on these suppressor proteins, normally produced by the genes.",MUTATED,14
Demonstrative mutation,,"The plan would be to administer growth-controlling proteins, which healthy versions of the damaged genes produce, to patients.",MUTATED,6
Demonstrative mutation,,"It may even be possible to replace these defective genes with healthy versions, though no one has come close to doing so far.",MUTATED,6
Demonstrative mutation,,"In any case, Dr. Minna of the National Cancer Institute says, `` We're witnessing the discovery of one of these most important steps in the genesis of cancer.",MUTATED,8
Demonstrative mutation,,Why can not we teach these skills to them?,MUTATED,1
Demonstrative mutation,,"It's not because we do not know how to that we don't, because we do.",MUTATED,1
Demonstrative mutation,,It's what we do not want to.,MUTATED,1
Demonstrative mutation,,"And the reason they do not want to is that effective education would require them to relinquish some cherished metaphysical beliefs about this general human nature and the human nature of those young people in particular, as well as to violate some cherished vested interests.",MUTATED,15
Demonstrative mutation,,"Such beliefs so dominate the educational establishment, the media, politicians, and parents that challenging them seems almost blasphemous.",MUTATED,11
Demonstrative mutation,,This is the example.,MUTATED,1
Demonstrative mutation,,"If I were to query a group of American parents, 'Do you hope that schools encourage creativity in these children?' the near-unanimous response would be, 'Yes, naturally.'",MUTATED,5
Demonstrative mutation,,"But what do you mean, specifically, by 'creativity'?",MUTATED,2
Demonstrative mutation,,I cannot say that.,MUTATED,1
Demonstrative mutation,,"In practice, self-expression ends up being equated with that which encourages the self-esteem of these youngsters.",MUTATED,4
Demonstrative mutation,,"A generation of young people is characterized by ignorance and intellectual incompetence, which is only matched by their high opinion of themselves.",MUTATED,9
Demonstrative mutation,,"The entire concept of `` creativity `` in education has been part and parcel of a romantic rebellion against what is deemed `` authoritarian `` discipline and instruction, a force that represses and frustrates the hidden talents and the undefined, yet wonderful, potentialities within the minds of these children.",MUTATED,10
Demonstrative mutation,,It is not surprising that parents find such romantic extravagance so attractive.,MUTATED,5
Demonstrative mutation,,"Fortunately, these same parents do want their kids to get a decent education as traditionally understood, and they have enough common sense to understand its demands.",MUTATED,9
Demonstrative mutation,,The commitment of these individuals to creativity cannot survive the adolescent's illiteracy.,MUTATED,4
Demonstrative mutation,,The future of American education will be determined by the degree to which we — all of them — allow this common sense to prevail over the illusions that they also share.,MUTATED,8
Demonstrative mutation,,"Every inch of the way, it will fight against common sense.",MUTATED,1
Demonstrative mutation,,"The complexity of the reasons should not be underestimated, although one simple reason is significant.",MUTATED,2
Demonstrative mutation,,Far more interesting and agreeable to teachers than disciplined instruction is what was once called Progressive education.,MUTATED,10
Demonstrative mutation,,It is nice for educators like Mr. Smith to believe they are involved in 'personality development' and even better to reduce these pesky tests that frequently yield disappointing results.,MUTATED,6
Demonstrative mutation,,"The program also provides educators with a superior self-definition as a profession, since these individuals will have passed courses in educational psychology and philosophy.",MUTATED,8
Demonstrative mutation,,"I myself took those courses in college, thinking I might end up as that schoolteacher.",MUTATED,5
Demonstrative mutation,,These could all fairly be described as `` pap `` courses.,MUTATED,3
Demonstrative mutation,,"But it is unfair to dump on these professionals, as distinct from that educational establishment.",MUTATED,5
Demonstrative mutation,,"I know many schoolteachers and, on the whole, these professionals are seriously committed to conscientious teaching.",MUTATED,7
Demonstrative mutation,,"The best and brightest of their generation may not include them -- there are very few such individuals, by definition.",MUTATED,6
Demonstrative mutation,,But workers need not be them to do their jobs well.,MUTATED,2
Demonstrative mutation,,"Yes, we all can remember those truly inspiring teachers from our school days.",MUTATED,3
Demonstrative mutation,,"But our education proceeded at the hands of them, who were merely competent and conscientious.",MUTATED,5
Demonstrative mutation,,"In this sense, a family doctor can be compared to a teacher.",MUTATED,3
Demonstrative mutation,,"If that man were brilliant, he probably would not have become a family doctor in the first place.",MUTATED,2
Demonstrative mutation,,"If this person is competent and conscientious, this person serves us well.",MUTATED,4
Demonstrative mutation,,Our educational crisis does not involve teachers as an important factor.,MUTATED,5
Demonstrative mutation,,Whether these individuals are or are not underpaid represents an issue of equity; it does not constitute an educational problem.,MUTATED,3
Demonstrative mutation,,It is silly libel on these professionals to think they would educate our children better if only they got a few thousand dollars a year more.,MUTATED,10
Demonstrative mutation,,The kind of libel that teachers' unions do not mind spreading is for their own narrow purposes.,MUTATED,8
Demonstrative mutation,,"This kind of libel is also something politicians find useful, as it helps them strike a friendly posture on behalf of an important constituency.",MUTATED,13
Demonstrative mutation,,"But there is not one shred of evidence that, when all other things are equal, salary differentials lead to educational disparities.",MUTATED,7
Demonstrative mutation,,"If there were such evidence, you can be sure you would have heard of that.",MUTATED,3
Demonstrative mutation,,"If Americans wish to be serious about education, they know exactly what actions to take -- and, just as important, which to avoid.",MUTATED,8
Demonstrative mutation,,"Throughout this nation, many successful schools are scattered, some in the poorest ghettos, and all are conveying the same message to us.",MUTATED,6
Demonstrative mutation,,"Conversely, there are the majority of schools that are unsuccessful, and we know which efforts towards educational reform are destined to fail beforehand.",MUTATED,8
Demonstrative mutation,,"We really do know everything necessary, if only we could integrate it into our thought process.",MUTATED,3
Demonstrative mutation,,"In this regard, if our political leaders remained silent, it would be more helpful than their eloquent displays of concern.",MUTATED,3
Demonstrative mutation,,"They are inevitably inclined to echo conventional beliefs, since it is the least controversial option that is open to them.",MUTATED,6
Demonstrative mutation,,"Thus at the recent governors' conference on education, Arkansas' Gov. Bill Clinton announced that 'our country needs a comprehensive child-development policy for children under five.'",MUTATED,11
Demonstrative mutation,,A more pressing need would seem to be a comprehensive development policy for those governors over 30.,MUTATED,8
Demonstrative mutation,,"Gov. Clinton is advocating, in effect, the extension of the educational system down to the pre-kindergarten years.",MUTATED,3
Demonstrative mutation,,"Whether desirable or not, child-care is this program, not an educational one.",MUTATED,3
Demonstrative mutation,,"We know this very early exposure to schooling improves performance in the first grade, but that difference is quickly washed away afterward.",MUTATED,11
Demonstrative mutation,,Let us sum up what we do know about education and about the reforms that do work and do not work: -- 'It' is a bad idea.,MUTATED,6
Demonstrative mutation,,They are too likely to blame schools for the educational limitations of these children.,MUTATED,7
Demonstrative mutation,,"Their children should have their parents involved in their education at home, not at school.",MUTATED,5
Demonstrative mutation,,They should ensure that Jack and Emily do not play truant; they should make certain that these children spend enough time doing homework; they should scrutinize the report card.,MUTATED,9
Demonstrative mutation,,"If they are dissatisfied with that school, parents should have the option of switching to another.",MUTATED,4
Demonstrative mutation,,Involvement in the community is an even worse idea.,MUTATED,5
Demonstrative mutation,,"Here, New York City's experience is decisive.",MUTATED,2
Demonstrative mutation,,"In our larger cities, the locally elected school boards are often targeted by ambitious, generally corrupt, and invariably demagogic they or would-be politicians.",MUTATED,9
Demonstrative mutation,,"New York is in the process of trying to disengage itself from the 20-year-old commitment to that system of school governance, even as Chicago and other cities are moving to institute it.",MUTATED,9
Demonstrative mutation,,"In most states, increasing spending on education, given these current circumstances, will likely make matters worse, not better.",MUTATED,6
Demonstrative mutation,,"The simplicity of the reason lies in this: the classroom is where Education occurs, and it is there that the influence of money is minimal.",MUTATED,6
Demonstrative mutation,,Decades of educational research tell us unequivocally that even smaller classes have zero effect on the academic performance of these pupils -- though they may sometimes be desirable for other reasons.,MUTATED,16
Demonstrative mutation,,"The already top-heavy administrative structure, which is busy piling more and more paper work on the teachers, receives the new money flows.",MUTATED,10
Demonstrative mutation,,"The fact that educational expenditures have increased sharply in the past quarter-of-a-century -- we now spend more per pupil than any other country in the world -- is no mystery or paradox, yet educational performance has declined.",MUTATED,15
Demonstrative mutation,,The system operates in that manner.,MUTATED,0
Demonstrative mutation,,Students should ascend the educational ladder in accordance with their academic potential.,MUTATED,3
Demonstrative mutation,,No student should be permitted to graduate from elementary school without mastering these 3 R's at the level that was prevalent 20 years ago.,MUTATED,6
Demonstrative mutation,,The main purpose of tracking is less to permit these gifted youngsters to flourish (though it is clearly desirable) than to ensure that those less gifted receive the necessary grounding for further study or for entering the modern world of work.,MUTATED,14
Demonstrative mutation,,The idea that this tracking is somehow 'undemocratic' is absurd.,MUTATED,2
Demonstrative mutation,,Education's purpose is to encourage these young individuals to realize their full academic potential.,MUTATED,8
Demonstrative mutation,,No one in his right mind actually believes that everyone has the same academic potential.,MUTATED,4
