mut_type,word_index_list,mut_sentence,mut_tag,instance_count
Voice mutation,,"Mixed feelings are admitted by Vicar Marshall regarding this issue, since he is both a vicar and an active bell-ringer himself.",MUTATED,5.0
Voice mutation,,"People are drawn into the church by the sound of bells, he says.",MUTATED,5.0
,,,DUMP,
Voice Mutation,,"John C. Baldwin, president, says that relations with vicars are aimed to be improved by the Central Council of Church Bell Ringers, a sort of parliament of ringing groups.",MUTATED,8.0
Voice mutation,,"It is hoped to speak to students at theological colleges about the joys of bell ringing, and a booklet will shortly be published for every vicar in the country, entitled, 'The Bells in Your Care.'",MUTATED,13.0
Voice Mutation,,It is recognized by Mr. Baldwin that the church life and experience may no longer be as high a priority.,MUTATED,9.0
Voice Mutation,,The greater problem of lack of ringers is also being attacked by Mr. Baldwin.,MUTATED,7.0
Voice Mutation,,"It is said by one survey that of the 100,000 trained bellringers in England today, only 40,000 of them are still ringing.",MUTATED,7.0
Voice Mutation,,"Also, the bells are not always rung by ringers where they are needed -- like in small, rural parishes and inner-city churches.",MUTATED,10.0
Voice Mutation,,"But the program of the council to attract and train ringers is only partly successful, according to Mr. Baldwin.",MUTATED,9.0
Voice Mutation,,"Right now, one new ringer out of 10 is kept by us if we're lucky after five years, he adds.",MUTATED,7.0
Voice Mutation,,One bright sign is that the once male-dominated field has been entered by a growing number of women; more than a third of the ringers today are women.,MUTATED,11.0
Voice mutation,,"They are not accepted by everyone, however.",MUTATED,2.0
Voice Mutation,,"The oldest bell-ringing group in the country, the Ancient Society of College Youths, which was founded in 1637, has remained male-only, a fact that is particularly galling to women since they are excluded from being the source of ringers for Britain's most prestigious churches, including St. Paul's Cathedral and Westminster Abbey.",MUTATED,13.0
Voice Mutation,,"This being Britain, no equal-opportunity suit has been filed by a woman, but the extent of the problem surfaced this summer in a series of letters to `` The Ringing World, `` a weekly newspaper for ringers.",MUTATED,14.0
Voice Mutation,,"It was remarked by one writer, signing his letter as `` Red-blooded, balanced male, `` that the `` frequency of women fainting in peals `` was notable, and he suggested that they `` settle back into their traditional role of making tea at meetings.``",MUTATED,17.0
Voice mutation,,"It was observed by one woman ringer from Solihull in the torrent of replies that followed that the average male ringer was quite badly dressed, decorated with acne and a large beer-belly, frequently unwashed, and left much to be desired, being unbearably flatulent in peals.",MUTATED,17.0
Voice Mutation,,"It was written by another woman from Sheffield that in her 60 years of ringing, she had never known a lady to faint in the belfry.",MUTATED,8.0
Voice mutation,,"One or two men have been seen to die, may they be blessed.",MUTATED,4.0
Voice Mutation,,"A handful of genes which, if damaged, unleash the chaotic growth of cells that characterizes cancer are being uncovered by medical scientists.",MUTATED,11.0
Voice Mutation,,"A new and startling picture of how cancer develops is being painted by the discovery of these genes in recent months, scientists say.",MUTATED,10.0
Voice Mutation,,An array of new strategies for future cancer treatment and prevention is expected to be produced by an emerging understanding of the genes.,MUTATED,12.0
,,,DUMP,
Voice Mutation,,"Tests are already being developed by scientists based on the newly identified genes that can, for the first time, predict whether an otherwise healthy individual is likely to get cancer.",MUTATED,16.0
Voice Mutation,,"A super-exciting set of discoveries has been found by Bert Vogelstein, a Johns Hopkins University researcher, who says he has just discovered a gene pivotal to the triggering of colon cancer.",MUTATED,11.0
Voice Mutation,,"Only a decade ago, a black box was what cancer was considered to be, about which we knew nothing at the molecular level.",MUTATED,8.0
Voice Mutation,,"Today, it is known that the accumulation of several of these altered genes can be initiated into a cancer and, then, propelled into a deadly state by them.",MUTATED,11.0
Voice Mutation,,"The new class of genes is called tumor-suppressors, or simply anti-cancer genes, by scientists.",MUTATED,7.0
Voice Mutation,,"When functioning normally, proteins that hold a cell's growth in check are made by them.",MUTATED,7.0
Voice Mutation,,"But if the genes are damaged -- perhaps by radiation, a chemical, or through a chance accident in cell division -- their growth-suppressing proteins are no longer functional, and cells that are normally controlled turn malignant.",MUTATED,12.0
,,,DUMP,
Voice Mutation,,"For a cell to become malignant, the presence of oncogenes is necessary, but researchers have found them in both normal and cancerous cells, suggesting that cancer is not caused by oncogenes alone.",MUTATED,11.0
Voice Mutation,,It has been believed by researchers in recent months that the two types of cancer genes work in concert: proliferating cells may be turned malignant by an oncogene only after the tumor-suppressor gene has been damaged.,MUTATED,15.0
Voice Mutation,,"Two copies of tumor-suppressor genes, like all genes, are inherited from each parent in turn.",MUTATED,4.0
Voice Mutation,,"Either copy can be made to have the proteins needed for controlling cell growth, so for cancer to arise, both copies must be impaired.",MUTATED,9.0
Voice Mutation,,"A person with one defective copy of a suppressor gene at birth, or whose one copy is damaged early in life, is especially prone to cancer because the other copy need only be lost for cancer to develop in them.",MUTATED,13.0
Voice Mutation,,"Such cancer-susceptible individuals will be spotted by emerging genetic tests, which some scientists believe will usher in a new age of predictive cancer diagnosis.",MUTATED,12.0
Voice Mutation,,The new findings have included Bill and Bonnie Quinlan among the first beneficiaries.,MUTATED,4.0
,,,DUMP,
Voice Mutation,,"It was known to Mr. Quinlan, 30 years old, that he was carrying a damaged gene, having had an eye lost to the rare tumor at only two months old -- a fate that his mother had also suffered when she was a baby.",MUTATED,11.0
Voice Mutation,,"Because the retinoblastoma tumor-suppressor gene was isolated, it was possible as of last January to determine the threat that faced the Quinlan baby.",MUTATED,8.0
Voice Mutation,,"It was shown by a test using new `` genetic probes `` that little Will Quinlan had not inherited a damaged retinoblastoma supressor gene and, therefore, faced no more risk than other children of developing the rare cancer.",MUTATED,17.0
,,,DUMP,
Voice Mutation,,This was the first test that could reliably predict whether an individual was expected to develop cancer.,MUTATED,8.0
Voice Mutation,,"Equally important, the initial discovery of the gene that controls retinal cell growth was made by a Boston doctor named Thaddeus Dryja, opening a field of cancer study, which in recent months has exploded.",MUTATED,18.0
Voice Mutation,,"It is said by Samuel Broder, director of the National Cancer Institute, that some fundamental insights about the most basic workings of cancer were made possible by studying a tragic but uncommon tumor.",MUTATED,12.0
Voice mutation,,"It may not be obvious to the public which is concerned about advances in treatment, but I am convinced that results will begin to show soon in this basic research.",MUTATED,10.0
Voice Mutation,,"To date, two of these cancer-suppressors have been identified by scientists.",MUTATED,1.0
Voice Mutation,,The retinoblastoma discovery was made by Dr. Dryja in 1986.,MUTATED,3.0
Voice Mutation,,"Then last spring, a gene called p53, if impaired, was reported by researchers to turn healthy colon cells cancerous.",MUTATED,13.0
Voice Mutation,,Evidence that the same damaged p53 gene is present in tissue from lung and breast cancers was soon after that report uncovered by two other research teams.,MUTATED,13.0
Voice mutation,,"Almost 200,000 Americans are collectively killed by colon, lung, and breast cancers, which are the most common and lethal forms of the disease, each year.",MUTATED,14.0
,,,DUMP,
Voice mutation,,About seven candidates are being considered by them.,MUTATED,1.0
Voice Mutation,,"The inactivation of tumor-suppressor genes, alone or in combination, appears to be crucial for the development of such scourges as cancer of the brain, skin, kidney, prostate, and cervix, according to researchers.",MUTATED,15.0
Voice Mutation,,"It is evidenced that if defective versions of these genes are inherited by people, they are especially prone to cancer, perhaps explaining, finally, why certain families seem to be haunted by some cancers.",MUTATED,15.0
,,,DUMP,
Voice Mutation,,"It was theorized that in eye cancer, a damaged copy of a gene is inherited by an infant from one parent, and a normal copy from the other.",MUTATED,9.0
Voice Mutation,,"He suggested that the tumor developed when the second, normal copy was also damaged.",MUTATED,8.0
Voice mutation,,Dr. Knudson 's `` two-hit `` theory could not be proven by any means.,MUTATED,1.0
Voice Mutation,,"Back then, specific genes could not be ferreted out by scientists, but the 23 pairs of chromosomes in the cells containing the genes could be seen under a microscope.",MUTATED,11.0
Voice Mutation,,Gross chromosome damage was occasionally visible.,MUTATED,5.0
Voice Mutation,,It was found by Dr. Knudson that a damaged copy of chromosome No. 13 had been inherited by some children with eye cancer from a parent who had had the disease.,MUTATED,9.0
Voice Mutation,,Under a microscope it could actually be seen that a bit of chromosome 13 was missing.,MUTATED,6.0
Voice Mutation,,It was assumed that the missing piece contained a gene or genes whose loss played a critical role in triggering the cancer.,MUTATED,9.0
Passive Voice Mutation,,But it was not known by him which gene or genes had disappeared.,MUTATED,2.0
Voice Mutation,,"Then, the answer was found by a scientific team led by the molecular geneticist Webster Cavenee, who was then at the University of Utah.",MUTATED,8.0
Voice Mutation,,"A battery of the newly developed `` gene probes, `` snippets of genetic material that can track a gene's presence in a cell, was used by the team.",MUTATED,12.0
Voice Mutation,,Defects in the second copy of chromosome 13 in the exact area as in the first copy of the chromosome were found by analyzing cells extracted from eye tumors.,MUTATED,13.0
,,,DUMP,
,,,DUMP,
Voice Mutation,,"Dr. Knudson, now at Fox Chase Cancer Research Center in Philadelphia, is said to have found it extraordinarily satisfying.",MUTATED,4.0
Voice mutation,,It was convincing to me that what was true of retinoblastoma would be true for all cancers.,MUTATED,3.0
Voice mutation,,An audacious claim was made.,MUTATED,2.0
Voice Mutation,,"But in Baltimore, it was believed by Dr. Vogelstein, a young molecular biologist at Johns Hopkins Medical School, that Dr. Knudson was right, and the Cavenee experiment was set out to be repeated in cells from other cancers by him.",MUTATED,10.0
Voice Mutation,,"Dual chromosome losses for a rare childhood cancer of the kidney called Wilm's tumor were reported by his research team, one of two in 1984.",MUTATED,12.0
Voice Mutation,,"Colon cancer, the second biggest cancer killer in the U.S. after lung cancer, next received the attention of Dr. Vogelstein.",MUTATED,8.0
Voice Mutation,,"It was believed that colon cancer might also arise from multiple `` hits `` on cancer suppressor genes, because it often seems to develop in stages.",MUTATED,10.0
Voice Mutation,,"The development of polyps in the bowel often precedes it, which in some cases are increasingly becoming malignant in identifiable stages -- progressing from less severe to deadly -- as though a cascade of genetic damage might be occurring.",MUTATED,15.0
Voice Mutation,,"Months of tedious and often frustrating probing of the chromosomes, searching for signs of genetic damage, were begun by Dr. Vogelstein and a doctoral student, Eric Fearon.",MUTATED,13.0
Voice Mutation,,"A confusing variety of genetic deletions was begun to be uncovered by them, some existing only in benign polyps, others in malignant cells, and many in both polyps and malignant cells.",MUTATED,10.0
,,,DUMP,
Voice Mutation,,"If benign polyps were to develop, it would be due to both copies of a certain gene being knocked out.",MUTATED,5.0
,,,DUMP,
Voice Mutation,,It was clear that colon cancer developed only when more than one gene was damaged.,MUTATED,6.0
Voice Mutation,,Other molecular biologists were galvanized by their report.,MUTATED,5.0
Voice Mutation,,"It was the confirming evidence that all of us needed to know that gene losses are critical in the development of a common tumor, Ray White at Howard Hughes Medical Institute in Salt Lake City says.",MUTATED,10.0
Voice Mutation,,"But the identity of the gene that, if damaged, flipped a colon cell into full-blown malignancy had yet to be nailed by Dr. Vogelstein.",MUTATED,10.0
Voice Mutation,,Chromosome 17 was the focus of their attention.,MUTATED,1.0
,,,DUMP,
Voice Mutation,,A gene would probably be constituted by such a piece of DNA.,MUTATED,5.0
Voice mutation,,"When it was found last winter, Dr. Vogelstein was dubious that the search had been completed.",MUTATED,5.0
,,,DUMP,
Voice mutation,,The deletion in exactly the same spot as p53 was found by Dr. Vogelstein.,MUTATED,4.0
Voice Mutation,,"It was said by Mr. Levine that the p53 gene caused cancer by promoting growth, whereas a gene that suppressed growth was being looked for by the Johns Hopkins scientists.",MUTATED,9.0
Voice Mutation,,"Despite that, when the gene found in human cancer cells by the Johns Hopkins scientists was compared with Mr. Levine's p53 gene, the two were found to be identical; it was discovered that in Mr. Levine's cancer studies, a damaged form of p53 -- a cancer-suppressing gene -- had been unknowingly observed by him.",MUTATED,12.0
Voice Mutation,,"An obscure gene is suddenly put right in the cockpit of cancer formation by the discovery, says Robert Weinberg, a leader in cancer-gene research at Whitehead Institute in Cambridge, Mass.",MUTATED,10.0
Voice Mutation,,It is now being evidenced that the p53 suppressor gene is also involved in other cancers.,MUTATED,5.0
Voice Mutation,,"In 23 of 38 breast tumors, one copy of chromosome 17 was found to be mutated at the spot where gene p53 lies by researchers in Edinburgh, Scotland.",MUTATED,9.0
Voice Mutation,,"It is said by the scientists that since multiple members of certain families are often struck by breast cancer, women may be predisposed to the cancer when the gene is inherited in a damaged form.",MUTATED,13.0
Voice Mutation,,Lung cancer has just been associated with the p53 gene.,MUTATED,4.0
,,,DUMP,
Voice Mutation,,"There also are reports from several labs , as yet unpublished , of p53 genes missing in tissue taken from kidney , brain and skin cancers .",MUTATED,12.0
Voice Mutation,,"At the same time, other tumor-suppressor genes are being pinpointed by the Johns Hopkins team and others.",MUTATED,3.0
Voice Mutation,,"One on chromosome 18, also involved in colon cancer, is hoped to be isolated soon by Dr. Vogelstein.",MUTATED,6.0
Voice Mutation,,"Another gene involved with some types of colon cancer, thought to be on chromosome 5, is close to being found by Ray White in Utah and Walter Bodmer, a researcher in Great Britain.",MUTATED,9.0
Voice Mutation,,"It is believed by Dr. Minna that people, especially those who inherit a defective gene somewhere on one of their two copies of chromosome 3, are prone to lung cancer.",MUTATED,11.0
Voice Mutation,,"It was recently reported by him and others that the retinoblastoma suppressor gene may also be involved in some lung cancers, as well as several other more common cancers, too.",MUTATED,9.0
,,,DUMP,
Voice Mutation,,"The anticipated cascade of discoveries is being turned into predictive tests and, maybe, new therapies by two major pharmaceutical companies, the Squibb unit of Bristol-Myers Squibb Co. and Hoffmann-La Roche Inc., which are collaborating with gene hunters already.",MUTATED,16.0
Voice Mutation,,It is said by some researchers that new cancer drugs to slow or reverse tumor growth may be based on suppressor proteins normally produced by the genes.,MUTATED,14.0
Voice Mutation,,The growth-controlling proteins made by healthy versions of the damaged genes would be administered to patients.,MUTATED,7.0
Voice mutation,,"It may even be possible for defective genes to be replaced with healthy versions, though no one has come close to doing that so far.",MUTATED,6.0
,,,DUMP,
Voice Mutation,,"Why can our children not be taught to read, write, and reckon?",MUTATED,4.0
,,,DUMP,
,,,DUMP,
Voice Mutation,,"And the reason we are not wanted to do so is because some cherished metaphysical beliefs about human nature in general and the human nature of young people in particular would have to be relinquished, as well as some cherished vested interests violated, for effective education to be achieved.",MUTATED,14.0
Voice Mutation,,"Our educational establishment, media, politicians, and even parents are so dominated by these beliefs that it seems almost blasphemous to challenge them.",MUTATED,12.0
Voice mutation,,An example is provided here.,MUTATED,2.0
Voice Mutation,,"If a sample of American parents were asked, `` Do you wish for the elementary schools to encourage creativity in your children? `` the near-unanimous answer would be, `` Yes, of course. ``",MUTATED,9.0
Voice mutation,,"But what is meant, specifically, by `` creativity ``?",MUTATED,2.0
Voice mutation,,Nothing can be said by anyone.,MUTATED,1.0
,,,DUMP,
Voice Mutation,,"A generation of young people is characterized by ignorance and intellectual incompetence, which is only matched by their good opinion of themselves.",MUTATED,10.0
Voice mutation,,"A romantic rebellion against disciplined instruction, which was (and is) considered `` authoritarian, `` a repression and frustration of the latent talents and the wonderful, if as yet undefined, potentialities inherent in the souls of all our children, was (and is) an integral part of the whole notion of `` creativity `` in education.",MUTATED,16.0
Voice Mutation,,"This romantic extravagance is found so attractive by parents, which is not surprising.",MUTATED,4.0
Voice Mutation,,"Fortunately, a decent education as traditionally understood is wanted by these same parents for their children, and they have enough common sense to know the demands that it entails.",MUTATED,10.0
,,,DUMP,
Voice Mutation,,The degree to which we -- all of us -- allow this common sense to prevail over the illusions that we also share will determine the future of American education.,MUTATED,8.0
Voice Mutation,,Common sense will be fought against by the education establishment every inch of the way.,MUTATED,2.0
Voice mutation,,"One simple reason ought not to be underestimated , although the complexity of the reasons is significant.",MUTATED,2.0
Voice mutation,,"Disciplined instruction is far less interesting and agreeable to teachers than is progressive education, as it was once called.",MUTATED,9.0
Voice mutation,,It is nice for teachers to think they are engaged in `` personality development `` and even nicer for those irksome tests with often disappointing results to be minimized by them.,MUTATED,12.0
Voice Mutation,,"A superior self-definition as a `` profession `` is also provided to teachers, since they will have passed courses in educational psychology and educational philosophy.",MUTATED,9.0
,,,DUMP,
,,,DUMP,
Voice Mutation,,"But it is unfair for teachers to be dumped on, as distinct from the educational establishment.",MUTATED,5.0
Voice Mutation,,"It is known by me that many schoolteachers are, on the whole, seriously committed to conscientious teaching.",MUTATED,7.0
Voice Mutation,,"It may not be the case that they are counted among the `` best and brightest `` of their generation -- very few such people exist, by definition.",MUTATED,7.0
Voice Mutation,,But their jobs can be done well without them needing to.,MUTATED,2.0
Voice Mutation,,"Yes, one or two truly inspiring teachers can be remembered by us all from our school days.",MUTATED,3.0
,,,DUMP,
Voice mutation,,"In this sense, one's family doctor can be compared to a teacher.",MUTATED,3.0
Voice Mutation,,"If he were brilliant, a family doctor would probably not be his position in the first place.",MUTATED,2.0
Voice Mutation,,"If he is competent and conscientious, he is served well by us.",MUTATED,3.0
Voice Mutation,,Our educational crisis is not significantly affected by our teachers.,MUTATED,3.0
Voice mutation,,Whether they are or are not underpaid is a problem of equity that is not considered an educational issue.,MUTATED,3.0
Voice Mutation,,It is silly libel on our teachers to think that our children would be educated better by them if only they received a few thousand dollars more per year.,MUTATED,10.0
,,,DUMP,
Voice Mutation,,"It is also the kind of libel that is found useful by politicians, since it helps them strike a friendly posture on behalf of an important constituency.",MUTATED,12.0
Voice Mutation,,"But there is not one shred of evidence that, when other things are equal, educational differentials result from salary differentials.",MUTATED,8.0
Voice mutation,,"If such evidence were to exist, you could be sure it would have been brought to your attention.",MUTATED,3.0
,,,DUMP,
Voice mutation,,"There are many successful schools scattered throughout this nation, some of which are found in the poorest of ghettos, and the same message is sent to us by them all.",MUTATED,6.0
Voice Mutation,,"Conversely, the majority of unsuccessful schools are known by us, and it is known beforehand which efforts at educational reform are doomed.",MUTATED,9.0
Voice Mutation,,"All we need to know is really known by us, if only this knowledge could be assimilated into our thinking by us.",MUTATED,6.0
,,,DUMP,
Voice Mutation,,"The conventional pap is inevitably echoed by them, since it is the least controversial option that is open to them.",MUTATED,6.0
Voice Mutation,,It was announced by Gov. Bill Clinton of Arkansas at the recent governors' conference on education that `` this country needs a comprehensive child-development policy for children under five. ``,MUTATED,10.0
Voice Mutation,,A more pressing need would seem to be a comprehensive development policy for governors over 30.,MUTATED,8.0
Voice Mutation,,"The extension of the educational system down to the pre-kindergarten years is being advocated by Gov. Clinton, in effect.",MUTATED,3.0
Voice mutation,,"Whether desirable or not, this child-care program is not considered an educational program.",MUTATED,3.0
Voice Mutation,,"It is known that very early exposure to schooling improves performance in the first grade, but afterward the difference is quickly washed away.",MUTATED,11.0
,,,DUMP,
Voice Mutation,,Schools are too likely to be blamed by parents for the educational limitations of their children.,MUTATED,8.0
,,,DUMP,
Voice Mutation,,It should be ensured by them that their kids do not play truant; they should make certain that enough time is spent by the children on homework; the report card should be scrutinized by them.,MUTATED,9.0
Voice Mutation,,"If a school is found to be unsatisfactory by parents, the option of switching to another should be available to them.",MUTATED,4.0
Voice Mutation,,An even worse idea is community involvement.,MUTATED,5.0
Voice Mutation,,"Here, the decisive experience is that of New York City.",MUTATED,2.0
,,,DUMP,
Voice Mutation,,"A 20-year-old commitment to this system of school governance is being disengaged from by New York, which is in the process of trying to do so, even as Chicago and other cities move to institute it.",MUTATED,9.0
Voice Mutation,,"In most states, things will probably be made worse, not better, by increasing expenditures on education in our current circumstances.",MUTATED,9.0
Voice Mutation,,"The reason is simple: the influence of money is minimal in the classroom, where education takes place.",MUTATED,7.0
,,,DUMP,
Voice Mutation,,"The already top-heavy administrative structure is being flowed into by the new money, which busies itself piling more and more paper work on the teachers.",MUTATED,10.0
Voice Mutation,,It is a fact that neither mystery nor paradox exists in the decline of educational performance as educational expenditures (in real terms) have sharply increased over the past quarter-of-a-century -- more is spent per pupil than in any other country -- and educational performance has been affected.,MUTATED,14.0
,,,DUMP,
Voice Mutation,,The educational ladder should be moved up by students as their academic potential allows.,MUTATED,3.0
Voice Mutation,,"No student should be graduated from elementary school without having mastered the 3 R 's at the level that prevailed 20 years ago, unless permitted.",MUTATED,7.0
Voice Mutation,,"It is less to permit the gifted youngsters to flourish ( though that is clearly desirable ) than to ensure that the necessary grounding for further study or for entering the modern world of work is obtained by the less gifted, which is the main purpose of `` tracking `` ",MUTATED,14.0
Voice mutation,,The notion that tracking is somehow `` undemocratic `` is considered absurd.,MUTATED,4.0
Voice Mutation,,"Young men and women are encouraged by education to realize their full academic potential, which is the purpose.",MUTATED,10.0
Voice Mutation,,It is not believed by anyone in their right mind that we all have an equal academic potential.,MUTATED,4.0
Voice Mutation,,"It is generally desired that older textbooks be used -- many of them, alas, out of print -- instead of newer ones.",MUTATED,6.0
Voice Mutation,,"The latter is considered modish, trendy, often found downright silly, and at best deemed insubstantial.",MUTATED,4.0
,,,DUMP,
Voice Mutation,,"One of the reasons American students are affected so poorly in math tests, as compared with British, French, German, or Japanese students, is due to the influence of the `` New Math `` on American textbooks and teaching methods.",MUTATED,11.0
Voice Mutation,,"The appreciation of just how bizarre this situation is -- with students unable to add or subtract being `` taught `` the conceptual basis of mathematical theory -- should be read in the article by Caleb Nelson ( a recent math major at Harvard ), in the November issue of the American Spectator.",MUTATED,14.0
Voice Mutation,,"Most important of all, the faculty, the curriculum, and all matters of student discipline should be under the large measure of authority of principals in schools.",MUTATED,10.0
Voice Mutation,,It is told by study after study -- the most recent from the Brookings Institution -- that the best schools are those that are free of outside interference and are governed by a powerful head.,MUTATED,10.0
Voice Mutation,,"An unambiguous accountability is inherent in that authority, of course.",MUTATED,3.0
Voice Mutation,,Students with higher morale and superior academic performance are produced by schools that are structured in this way.,MUTATED,9.0
Voice Mutation,,"This is a fact -- though, in view of all the feathers that are ruffled by it, it is not surprising that so little is heard about this fact.",MUTATED,4.0
,,,DUMP,
Voice Mutation,,That's what was said by the man.,MUTATED,2.0
,,,DUMP,
Voice mutation,,"No ready answer was had by him, as much from surprise as from the fit of coughing.",MUTATED,7.0
Voice mutation,,Was the man thought to be drunk or crazy or both?,MUTATED,1.0
Voice Mutation,,"But he had been matched drink for drink by his new-found buddy until his count was lost, and the man's eyes were still clear.",MUTATED,8.0
Voice mutation,,"The guy was thought to be off his rocker by Haney, who looked away from those eyes.",MUTATED,4.0
Voice mutation,,"Eyes that were clear, but also bright with a strange intensity, had a sort of cold fire burning behind them.",MUTATED,6.0
Voice mutation,,Why had it not been noticed by him before?,MUTATED,1.0
,,,DUMP,
,,,DUMP,
,,,DUMP,
,,,DUMP,
Voice Mutation,,"The street was crossed by the stranger, his head seemingly sunk in thought, against the light just as a huge moving van roared through the intersection.",MUTATED,9.0
,,,DUMP,
,,,DUMP,
Voice mutation,,"As a matter of fact, the guy would not have been cared about at all if he had been hit.",MUTATED,3.0
,,,DUMP,
Voice Mutation,,"By then, Haney was being thanked profusely by the stranger, who had one arm around his shoulders as if Haney were an old friend.",MUTATED,6.0
Voice Mutation,,So both of them were cursed at by the driver as if they had plotted together to ruin his safe-driving record.,MUTATED,5.0
Voice Mutation,,"Then the truck driver's face was looked squarely into by the man he saved, without a word being said.",MUTATED,6.0
Voice Mutation,,"Very suddenly, the swearing at them was stopped by the driver, who turned on his heel and went back to his truck.",MUTATED,6.0
Voice mutation,,It hadn't been given much thought by Haney at the time.,MUTATED,3.0
Voice Mutation,,"Now it was very clearly recalled by him, and he wondered what the truck driver had seen in those eyes that made him back off.",MUTATED,5.0
,,,DUMP,
,,,DUMP,
,,,DUMP,
Voice mutation,,"Phil was usually seen alone, keeping to himself, sitting in a corner and passing the time by nursing his favorite grudges.",MUTATED,7.0
Voice Mutation,,"But it was decided by him that he would n't mind the company in return for free drinks, even though good money was made by him at his job.",MUTATED,9.0
Voice mutation,,That was how Phil was regarded.,MUTATED,0.0
,,,DUMP,
